Gujarati_PAT,Gujarati_SAT,Mathematics_PAT,Mathematics_SAT,Science_PAT,Science_SAT,SocialScience_PAT,SocialScience_SAT,English_PAT,English_SAT,Hindi_PAT,Hindi_SAT,Attendance,Assessment,Final_Score
1,9,8,73,4,27,13,55,17,9,14,35,81,34,29.166666666666664
10,31,4,33,18,58,13,0,4,34,10,37,91,56,31.5
18,63,1,79,15,26,6,36,4,65,5,10,36,24,27.866666666666667
13,11,1,63,12,17,4,8,9,7,9,3,42,90,23.666666666666668
9,22,18,68,6,59,13,75,9,0,11,21,65,58,33.03333333333333
17,19,0,58,12,53,8,8,18,60,11,22,13,32,23.566666666666666
11,31,19,60,5,74,2,13,3,20,12,65,47,9,26.599999999999998
0,27,4,57,8,63,9,70,20,6,1,13,44,78,30.733333333333338
19,48,10,27,3,67,18,38,19,41,9,76,65,98,41.3
5,28,20,29,4,29,20,0,17,20,6,39,48,36,22.86666666666667
7,7,18,8,1,1,10,44,1,41,11,34,32,73,22.7
14,71,10,25,20,67,0,55,13,20,0,23,100,35,34.7
20,74,19,57,20,21,0,5,5,54,16,80,21,18,28.633333333333336
11,31,7,72,12,22,15,50,11,60,19,19,23,40,28.233333333333334
17,50,1,38,12,80,10,56,1,70,3,54,71,69,40.13333333333333
19,29,6,9,16,25,17,69,18,60,15,65,28,97,35.7
4,24,2,58,16,78,0,69,4,77,8,14,65,97,39.800000000000004
20,75,6,42,9,19,7,75,12,44,16,4,45,65,32.93333333333334
1,53,8,2,15,7,0,42,8,14,18,61,38,19,20.966666666666665
2,42,8,17,15,23,17,2,20,20,4,49,74,32,25.2
1,79,4,14,0,42,4,46,12,41,16,75,78,9,30.966666666666665
19,63,15,25,2,36,15,46,4,27,9,50,10,47,26.43333333333333
6,46,11,75,19,33,17,46,7,67,7,56,51,9,32.0
16,56,0,71,0,78,15,67,15,62,7,62,74,98,47.13333333333334
6,16,15,61,2,50,15,28,19,7,14,12,8,84,25.53333333333334
17,12,2,23,6,19,11,64,15,13,7,47,79,96,33.233333333333334
7,60,15,45,20,34,8,48,9,14,12,33,6,46,25.53333333333334
12,50,1,69,9,74,12,64,0,6,14,1,27,6,24.1
15,26,20,74,16,4,14,76,7,11,18,6,39,57,28.73333333333333
15,52,11,61,16,72,3,38,3,12,19,59,57,15,31.26666666666667
11,5,19,71,8,32,19,39,13,34,5,58,86,12,30.733333333333338
0,1,5,61,17,78,7,5,13,54,11,58,34,70,31.06666666666667
8,72,2,62,18,0,17,4,9,6,19,18,82,82,32.06666666666667
1,22,14,2,20,44,1,70,11,63,14,37,52,31,28.233333333333334
10,34,20,66,9,26,4,78,0,41,18,29,100,80,40.33333333333333
18,76,11,11,2,17,9,57,7,22,13,17,36,50,25.933333333333337
8,29,17,18,7,32,16,77,4,48,2,48,24,65,29.300000000000004
16,69,10,51,3,43,18,51,8,74,7,20,46,61,35.36666666666667
11,26,12,79,1,78,9,51,4,45,11,65,27,83,37.13333333333334
14,2,7,47,9,77,5,37,0,21,9,42,0,57,23.7
0,75,18,60,7,56,19,15,9,60,19,28,23,58,32.5
18,44,6,74,15,6,2,64,15,18,7,49,17,96,32.5
2,69,14,45,13,24,17,12,12,73,0,73,10,48,29.400000000000002
0,17,10,22,0,64,9,18,20,19,3,70,50,98,31.6
15,17,14,41,20,74,15,18,0,78,11,43,48,72,35.06666666666667
0,24,0,14,20,55,11,12,12,55,9,24,78,46,28.133333333333336
7,64,8,76,2,14,7,52,5,13,18,53,14,71,29.76666666666667
6,15,5,22,0,59,17,53,19,63,0,22,84,68,33.93333333333334
4,63,6,39,9,73,12,73,3,38,3,21,52,44,32.53333333333334
12,66,12,43,2,38,18,17,8,21,18,77,65,93,37.93333333333334
15,7,3,25,9,30,14,8,17,53,7,3,90,5,22.233333333333334
11,73,4,1,9,79,2,35,12,73,9,48,58,94,38.93333333333334
15,55,13,68,19,15,20,26,6,43,1,1,51,69,30.800000000000004
19,65,15,26,8,2,1,34,20,20,4,62,65,14,26.3
18,17,12,2,6,70,4,46,11,0,15,37,100,55,31.366666666666667
18,30,7,45,15,1,11,54,17,2,18,43,57,71,30.200000000000003
5,8,3,49,10,5,10,22,6,80,0,1,12,27,17.166666666666668
19,59,14,6,18,57,13,10,8,23,1,6,22,25,20.3
19,29,16,51,13,58,0,77,20,25,15,30,39,17,29.133333333333336
14,12,20,40,8,17,10,74,5,15,6,57,2,45,23.233333333333334
16,70,11,10,8,0,8,60,5,25,12,44,17,80,27.633333333333336
0,74,18,44,19,47,10,57,13,20,15,57,52,23,32.43333333333334
18,61,0,24,7,74,9,65,7,69,18,0,28,42,30.46666666666667
13,58,0,76,12,3,3,23,4,67,15,56,69,30,31.9
17,51,7,56,4,14,15,63,16,80,16,52,79,32,37.16666666666667
8,13,18,78,15,65,8,51,8,44,17,79,35,31,33.53333333333333
0,56,2,13,4,54,17,45,13,71,15,19,15,71,29.200000000000003
20,61,0,31,0,70,7,47,9,44,12,24,56,0,27.266666666666666
4,64,3,4,1,12,11,63,4,1,18,5,96,30,25.26666666666667
13,44,13,10,18,29,7,73,0,53,20,12,66,89,34.96666666666667
9,13,15,2,18,11,11,6,6,1,2,2,46,96,20.6
12,63,1,34,8,44,17,79,18,43,18,32,64,13,32.3
15,35,17,41,11,63,20,76,16,63,7,74,85,100,47.7
13,6,8,19,15,54,14,29,0,59,6,42,64,57,29.76666666666667
10,19,3,22,9,32,16,80,15,77,1,32,8,86,30.46666666666667
18,79,4,74,20,50,4,30,10,16,10,33,50,90,37.2
9,40,16,4,3,39,3,65,9,63,2,49,55,58,31.433333333333337
0,66,7,26,4,21,4,48,17,41,0,25,92,24,28.866666666666667
11,27,18,16,0,69,17,43,11,64,0,58,22,0,24.466666666666665
10,68,17,10,16,37,8,8,3,14,5,37,55,50,26.033333333333335
0,30,5,8,18,16,14,67,12,65,12,23,6,91,27.700000000000003
2,31,13,57,19,62,15,16,4,37,15,7,35,24,24.433333333333337
5,36,13,52,1,56,11,9,16,32,16,58,9,79,29.133333333333333
9,71,14,64,5,44,10,27,8,40,0,54,28,58,31.666666666666668
10,5,1,0,4,24,4,44,11,47,12,73,30,28,21.46666666666667
12,72,17,39,6,31,17,76,4,10,5,15,2,9,21.366666666666664
20,18,7,9,12,74,9,29,7,46,15,17,94,65,33.43333333333334
9,9,6,27,4,1,5,77,7,9,19,52,34,97,28.1
4,11,18,65,9,28,16,18,18,0,0,57,75,17,25.466666666666665
17,27,19,27,8,17,13,32,3,9,4,65,31,70,26.166666666666668
4,59,7,70,5,36,9,4,10,31,9,67,82,83,37.233333333333334
7,65,16,29,12,33,3,15,13,10,11,20,33,63,25.200000000000003
5,58,7,33,10,1,8,4,7,24,19,28,92,47,27.500000000000004
3,23,0,52,15,58,10,43,17,42,13,64,90,30,34.66666666666667
15,28,13,43,3,42,20,1,5,30,7,36,87,84,33.3
7,25,7,10,1,26,1,13,4,68,13,27,4,93,23.16666666666667
0,42,7,19,2,63,19,34,5,56,10,18,60,54,29.733333333333334
4,51,1,38,8,57,11,79,19,40,19,69,31,95,39.0
19,27,2,65,13,3,13,36,10,36,14,74,61,35,30.400000000000002
6,10,3,21,3,6,5,47,10,66,14,44,69,59,28.46666666666667
12,40,18,32,4,47,10,44,10,43,19,37,99,60,36.96666666666667
18,58,0,63,19,43,6,13,18,32,17,56,10,38,27.666666666666668
7,47,6,58,7,37,14,53,18,23,7,13,44,87,32.43333333333334
10,16,10,51,20,23,13,23,9,15,5,75,27,84,29.1
7,65,10,25,11,67,13,79,9,23,19,59,70,37,36.50000000000001
14,59,11,15,1,13,16,1,2,14,2,27,56,62,23.466666666666665
4,19,10,8,0,73,11,76,10,23,1,72,73,31,30.86666666666667
10,42,20,78,0,42,18,76,3,61,15,4,26,68,34.0
3,69,20,56,4,65,9,3,8,5,1,46,12,83,28.766666666666666
16,79,0,71,4,24,10,51,18,50,18,7,74,16,32.2
16,46,18,76,3,3,12,0,19,6,14,33,19,40,22.299999999999997
18,57,4,56,9,25,2,25,9,66,4,7,71,16,27.500000000000004
11,37,8,25,9,64,12,10,15,32,17,2,61,24,24.633333333333333
9,12,7,31,13,50,16,17,3,74,11,59,73,32,30.633333333333333
3,62,1,8,20,67,10,61,4,19,20,11,98,51,33.96666666666667
15,67,9,69,15,55,9,41,15,26,11,25,29,38,30.500000000000004
10,12,20,74,6,66,14,64,14,30,2,14,60,61,33.833333333333336
0,45,6,47,2,51,16,17,6,40,15,50,100,4,30.066666666666666
6,15,3,9,9,68,19,9,1,53,3,3,97,51,28.000000000000007
20,5,17,55,8,5,15,47,12,73,17,7,100,10,29.733333333333334
2,76,5,31,2,34,17,33,5,36,1,11,24,38,23.066666666666666
14,43,4,56,10,54,17,3,8,46,8,58,2,32,24.8
2,25,20,71,3,36,6,50,17,28,20,22,84,77,36.1
3,9,7,62,8,78,8,3,15,10,6,41,59,76,30.16666666666667
0,53,14,37,6,11,15,46,9,72,9,20,26,29,24.96666666666667
16,56,16,39,15,70,20,18,1,28,7,40,16,51,28.433333333333337
9,7,8,6,0,43,2,66,5,66,2,69,25,8,22.16666666666667
15,75,14,0,3,14,15,64,6,57,13,31,62,92,35.86666666666667
3,71,0,33,8,60,12,54,19,10,8,58,23,69,31.6
18,13,3,24,4,73,16,0,20,80,3,52,18,18,24.000000000000004
2,41,11,7,6,56,11,12,15,35,19,30,28,71,26.233333333333338
11,14,3,63,3,7,2,54,12,30,11,79,65,70,32.766666666666666
10,25,3,48,19,39,5,35,19,26,19,74,5,97,31.666666666666664
15,36,7,59,2,44,11,38,5,56,8,55,69,58,35.10000000000001
18,33,0,29,5,67,1,9,17,69,1,77,48,80,34.53333333333333
20,69,10,40,6,69,16,70,15,66,19,79,63,8,39.03333333333333
13,55,6,71,4,80,4,75,1,41,5,33,56,28,34.266666666666666
6,14,2,13,11,14,10,46,11,19,6,11,24,71,20.366666666666667
15,73,9,45,1,78,20,75,14,52,5,68,57,45,40.53333333333334
1,28,14,25,2,50,1,51,10,70,20,66,51,12,28.833333333333336
15,77,5,18,5,58,15,16,14,25,13,51,71,32,31.100000000000005
2,76,0,69,18,55,5,55,18,55,8,25,70,65,39.233333333333334
16,35,2,37,20,30,18,43,14,11,18,80,89,48,35.3
12,16,16,15,1,76,19,25,6,10,5,28,25,82,25.96666666666667
8,75,15,50,11,7,20,76,19,41,4,33,35,12,28.633333333333333
8,75,15,9,2,27,3,35,7,5,16,44,50,28,24.2
0,34,5,56,3,54,0,12,14,14,18,54,71,63,31.000000000000004
14,20,5,47,13,48,20,46,6,79,12,68,72,65,38.900000000000006
20,32,5,66,19,27,13,70,14,76,10,51,33,50,35.16666666666667
13,15,9,49,2,52,17,27,16,29,9,55,40,26,26.133333333333336
16,67,5,63,6,56,0,74,2,28,20,80,94,100,47.2
16,18,6,46,20,3,11,80,14,51,20,22,65,52,32.16666666666667
16,11,5,75,7,70,15,60,12,55,4,48,26,53,33.1
19,17,15,67,17,73,4,18,3,75,3,18,29,56,30.433333333333337
20,48,16,35,20,47,6,2,19,18,8,75,62,84,35.53333333333333
6,69,12,71,12,40,6,33,11,6,8,59,54,20,29.6
8,1,7,23,13,30,0,44,10,14,9,56,25,5,17.333333333333336
19,35,4,31,8,28,8,73,9,1,2,70,41,2,23.500000000000004
8,46,7,74,18,0,3,26,4,46,3,54,89,30,31.16666666666667
15,72,8,23,10,60,20,27,9,4,18,45,57,94,35.833333333333336
9,38,17,21,8,51,6,52,12,72,9,16,46,5,25.833333333333336
1,63,1,42,6,60,19,27,14,2,4,66,49,91,34.333333333333336
17,78,0,80,13,40,3,53,4,48,5,66,61,25,35.733333333333334
11,50,13,34,17,35,9,27,10,35,18,57,78,28,31.666666666666668
11,57,17,14,1,69,3,23,16,52,14,53,24,67,31.099999999999998
5,44,15,5,12,14,10,40,15,63,12,0,2,33,19.166666666666668
10,5,2,17,10,10,18,71,7,69,1,76,26,95,31.833333333333336
15,79,11,28,14,55,15,43,5,5,1,8,40,52,27.8
18,68,16,46,6,68,0,11,14,36,5,19,35,1,24.06666666666667
11,66,10,22,20,41,15,71,15,71,20,72,50,68,40.733333333333334
1,34,12,14,7,9,14,76,11,29,7,75,62,21,27.566666666666666
5,44,2,68,3,22,1,52,18,57,17,74,74,36,35.2
1,53,7,35,3,2,6,68,13,23,0,9,89,5,24.06666666666667
14,25,13,39,15,56,12,68,6,9,12,78,56,68,35.53333333333334
18,30,1,61,3,76,18,30,9,68,2,3,83,72,36.766666666666666
3,6,16,31,4,64,1,30,19,51,2,31,18,70,26.000000000000004
1,13,14,2,18,71,17,73,19,22,5,54,37,24,26.700000000000003
8,12,8,14,14,64,5,24,12,36,7,46,27,29,22.266666666666666
17,24,7,40,18,41,1,12,14,32,9,80,73,28,29.766666666666666
6,34,7,77,2,45,20,40,0,53,2,58,87,0,31.63333333333334
20,41,4,27,8,1,8,17,3,58,14,65,87,75,33.93333333333334
1,37,11,4,18,35,3,63,0,21,0,75,12,83,27.366666666666667
2,38,15,72,12,54,6,60,0,74,3,56,48,87,39.63333333333333
11,52,19,25,14,13,1,34,12,58,12,24,76,55,31.433333333333337
7,67,0,40,2,41,2,44,18,36,9,77,68,50,34.66666666666667
15,58,18,42,7,17,4,57,6,57,6,64,26,34,29.400000000000006
11,37,2,46,16,23,19,79,11,27,17,52,96,83,40.56666666666666
12,29,8,52,9,45,7,46,8,60,3,40,75,70,35.766666666666666
15,6,7,22,16,46,15,16,1,67,1,42,28,76,27.333333333333336
16,18,5,69,11,17,10,55,8,74,19,65,86,11,34.16666666666667
4,30,8,16,17,29,3,24,2,34,11,39,64,87,29.56666666666667
2,49,11,10,9,9,0,20,6,80,16,74,34,70,29.46666666666667
0,32,17,29,17,24,11,44,10,28,15,38,73,86,33.56666666666667
5,11,13,38,2,6,9,15,17,25,3,57,98,87,31.9
11,27,7,35,4,52,0,52,5,3,19,63,23,93,30.133333333333336
6,34,14,58,16,43,2,54,6,61,8,75,26,95,37.233333333333334
4,73,12,22,11,25,3,22,1,33,11,77,41,57,29.400000000000002
3,33,1,45,1,36,3,71,12,28,0,20,52,35,25.566666666666666
7,10,17,61,13,49,18,66,20,77,5,4,39,60,33.03333333333333
14,76,6,55,17,70,1,58,15,73,11,6,19,43,33.0
4,15,9,1,12,10,12,2,6,28,10,24,56,92,23.66666666666667
20,0,17,7,8,23,0,3,5,66,15,38,20,14,16.866666666666667
3,53,6,75,7,31,18,5,6,59,14,65,74,77,37.900000000000006
13,58,6,47,9,3,18,27,0,41,2,1,59,80,28.9
17,15,16,22,9,18,15,25,10,5,17,17,52,19,19.5
7,49,9,36,12,21,2,55,4,79,15,35,2,59,27.700000000000003
12,34,4,80,4,69,18,16,7,52,2,18,30,90,33.06666666666666
0,6,17,68,18,72,0,36,19,62,13,64,57,74,38.1
18,8,12,62,1,52,6,4,14,35,1,28,11,31,20.266666666666673
13,66,13,62,14,62,10,42,20,64,4,45,39,69,38.46666666666667
18,69,20,39,9,37,8,76,19,18,0,0,87,61,35.66666666666667
2,16,15,8,8,17,14,36,8,13,6,77,36,81,26.366666666666667
6,29,15,33,16,54,12,34,9,13,15,35,32,56,26.86666666666667
3,22,7,68,16,48,2,66,3,12,8,45,55,30,28.500000000000004
7,60,2,35,13,9,13,8,3,0,10,13,4,53,17.233333333333334
3,52,5,64,9,23,14,79,8,55,6,31,16,22,27.066666666666666
7,74,6,70,1,36,16,11,20,37,1,39,78,30,32.0
0,18,4,33,14,52,20,40,5,79,9,6,22,23,23.166666666666668
11,4,12,5,9,50,7,26,11,20,12,68,43,59,25.866666666666667
0,5,6,62,18,17,18,4,13,14,12,39,55,55,24.866666666666667
17,30,5,2,14,38,11,7,8,78,18,31,94,89,35.56666666666666
3,35,11,37,10,31,1,1,1,28,12,52,65,85,29.8
3,16,13,10,0,69,2,40,7,46,4,36,72,10,24.599999999999998
6,29,16,69,2,65,13,35,6,79,19,32,12,54,31.333333333333336
19,13,13,15,9,14,7,79,7,11,7,59,85,15,26.866666666666667
20,3,14,30,10,60,18,46,12,28,6,20,18,0,19.600000000000005
7,46,1,43,17,4,6,68,18,64,4,42,44,0,25.733333333333334
3,23,6,52,18,0,17,74,2,78,7,35,86,98,39.400000000000006
9,57,17,13,2,17,20,64,4,49,13,64,37,82,33.833333333333336
11,48,9,33,15,70,11,4,16,45,2,40,66,40,30.866666666666667
11,26,8,21,0,42,6,28,6,59,0,63,82,100,36.2
5,17,8,33,5,15,8,9,20,0,14,54,56,73,25.433333333333334
14,14,0,71,7,37,5,58,20,7,7,22,14,91,27.96666666666667
1,58,12,50,19,25,12,22,7,61,19,4,41,14,24.833333333333332
15,64,4,25,0,30,20,67,6,78,11,63,50,70,37.53333333333333
12,48,17,41,12,64,7,73,7,67,8,39,48,78,38.93333333333334
6,30,17,6,3,72,20,69,15,36,7,61,47,79,35.4
4,50,9,34,7,20,14,72,19,9,5,31,37,62,28.166666666666664
5,30,16,43,13,44,9,20,6,52,7,67,90,47,34.5
13,66,18,37,20,5,4,11,13,78,17,28,100,17,32.36666666666667
5,73,7,48,11,44,12,27,5,56,13,60,12,48,30.06666666666667
2,21,6,63,16,2,18,17,10,8,5,16,59,48,22.96666666666667
4,0,5,44,3,23,1,1,20,7,7,18,19,33,14.066666666666668
2,14,16,56,20,23,13,43,4,23,10,39,79,26,28.03333333333334
10,7,8,44,18,44,14,23,5,2,3,67,71,80,31.433333333333337
1,34,3,10,14,32,8,49,14,9,6,48,24,72,24.8
20,4,9,52,15,60,11,35,6,77,4,70,2,52,29.6
4,54,13,10,3,55,19,17,7,55,5,47,82,98,37.266666666666666
2,72,9,7,19,60,5,59,13,44,13,53,57,18,31.233333333333334
1,62,7,6,5,74,9,72,14,30,7,9,54,87,33.833333333333336
0,66,14,64,19,45,1,71,4,32,15,31,58,80,37.93333333333334
9,22,8,21,2,46,11,35,14,21,1,59,71,21,25.800000000000004
13,36,19,3,13,42,20,57,5,50,6,41,34,69,30.633333333333333
1,21,6,56,10,80,5,24,13,11,12,18,44,50,26.53333333333333
7,27,12,25,12,58,16,65,5,41,0,41,53,80,33.900000000000006
8,0,8,28,14,45,19,31,9,23,3,19,6,31,17.5
9,29,5,16,12,67,17,49,19,52,12,3,5,64,26.233333333333334
16,73,14,61,20,68,3,5,5,50,16,37,89,6,34.03333333333334
16,4,6,14,4,39,13,70,19,1,9,32,55,74,28.03333333333333
11,51,13,1,5,9,10,66,9,62,10,16,82,48,30.533333333333335
7,53,8,80,7,1,10,34,3,74,6,65,1,44,27.700000000000003
4,50,19,32,10,16,13,40,17,62,8,67,61,56,34.233333333333334
2,27,0,2,2,37,20,16,16,13,13,28,11,20,14.833333333333334
17,46,4,9,4,32,14,46,6,55,3,58,16,50,26.200000000000003
13,0,12,32,5,68,6,61,8,21,20,59,86,2,29.13333333333333
0,30,6,17,5,32,8,26,3,38,6,46,83,69,29.66666666666667
8,59,17,45,2,0,10,2,14,54,11,7,47,40,23.966666666666665
18,27,19,64,12,25,7,14,13,21,7,20,79,12,25.566666666666666
2,28,11,61,10,54,16,73,11,21,4,27,90,100,40.2
8,1,2,27,16,48,20,26,16,59,16,58,79,25,30.200000000000003
7,30,6,31,5,21,12,17,10,59,13,74,83,89,36.2
9,56,1,63,18,62,5,58,2,9,6,36,59,84,35.96666666666667
12,15,12,53,8,66,16,27,4,30,4,64,91,13,31.133333333333336
12,77,18,76,3,10,8,11,3,29,2,69,72,71,35.5
1,75,20,34,15,24,1,31,19,34,19,55,49,62,32.96666666666667
3,34,6,0,8,57,0,0,8,3,10,8,50,96,23.733333333333334
11,65,14,57,3,73,10,39,12,25,6,51,26,82,35.2
14,68,17,31,6,10,1,31,0,57,3,60,64,27,28.966666666666672
11,47,5,23,16,64,15,38,16,62,11,63,46,76,36.93333333333334
16,15,19,19,16,5,20,71,18,37,18,68,62,70,34.66666666666667
9,6,0,55,15,0,15,53,3,65,5,41,58,58,29.400000000000002
7,78,15,73,8,70,11,80,15,61,5,78,70,65,46.9
10,4,9,74,1,46,12,31,19,51,15,50,80,5,29.96666666666667
13,13,7,4,5,55,10,63,15,64,9,67,47,17,28.066666666666666
18,53,10,16,1,30,7,26,17,63,15,8,7,65,24.8
4,77,10,71,18,62,17,56,11,78,18,36,0,49,35.43333333333334
2,80,0,71,7,35,16,72,5,55,5,19,11,90,34.56666666666667
11,22,10,60,20,29,15,60,16,58,11,36,20,73,32.5
8,78,6,72,20,72,6,42,7,3,8,21,56,39,32.366666666666674
11,52,10,75,18,45,8,51,13,39,5,16,51,16,29.56666666666667
19,24,9,63,6,78,20,12,11,58,10,12,5,74,29.366666666666667
1,5,15,18,16,2,8,23,4,42,5,11,22,82,20.4
7,22,16,17,2,13,18,11,10,39,20,46,53,53,25.333333333333336
2,76,13,33,15,42,7,27,0,55,14,25,20,45,27.1
4,13,20,46,5,44,12,49,3,47,8,8,23,32,22.766666666666666
6,72,17,16,8,39,6,39,17,24,6,38,73,11,27.600000000000005
2,72,5,76,8,70,13,8,13,55,3,73,77,45,38.733333333333334
14,74,14,22,4,67,13,36,2,55,15,43,72,49,36.03333333333333
5,61,11,77,15,72,18,77,6,2,16,60,19,36,33.5
6,34,11,67,11,35,17,74,7,25,20,28,35,43,30.133333333333336
10,47,10,23,3,40,18,79,8,78,7,69,4,20,28.533333333333335
0,31,4,37,0,45,16,3,18,55,12,3,56,94,29.933333333333337
16,19,14,67,20,49,1,41,14,18,13,0,87,12,28.033333333333335
12,61,11,69,18,26,8,0,15,59,0,14,22,54,27.133333333333333
5,20,19,59,1,54,8,43,16,42,14,39,37,88,33.833333333333336
5,66,5,37,19,52,11,44,10,38,0,41,88,92,39.86666666666667
2,27,4,6,10,78,12,77,3,12,10,32,88,14,28.4
17,15,1,61,10,78,11,7,12,65,16,10,49,3,25.400000000000002
11,79,18,48,6,21,10,1,14,40,20,5,42,66,29.000000000000004
12,65,18,48,14,1,1,17,2,10,18,17,51,92,29.16666666666667
2,21,14,66,1,11,18,43,17,27,13,49,53,86,32.7
2,61,8,17,12,34,14,54,4,1,7,15,56,87,29.56666666666667
16,49,10,72,11,6,3,62,6,32,19,75,60,90,39.06666666666667
20,18,7,22,18,28,3,57,16,26,1,48,10,7,19.3
12,3,1,68,2,48,7,24,14,80,18,10,8,46,24.53333333333334
0,68,13,45,20,68,8,1,12,78,20,18,50,42,32.6
2,18,6,12,8,70,9,46,15,1,4,14,57,84,27.766666666666666
13,27,1,49,11,52,7,50,6,71,18,0,24,98,32.53333333333333
4,51,13,12,7,38,15,64,2,75,10,47,84,91,40.03333333333334
6,64,20,45,0,63,10,54,1,8,19,0,3,48,24.433333333333337
8,7,1,12,20,34,12,15,5,49,16,50,72,50,27.466666666666665
20,19,1,54,0,57,20,48,15,16,18,62,66,55,34.1
15,30,19,15,8,17,10,23,20,80,1,72,21,84,31.16666666666667
7,70,14,41,7,34,7,42,15,18,12,10,39,55,27.866666666666667
19,1,0,13,5,70,8,33,18,75,3,43,51,55,29.8
16,35,0,69,19,15,12,51,6,32,17,27,61,60,32.03333333333333
15,60,14,17,4,62,6,76,15,49,20,16,19,25,28.0
16,26,8,4,5,62,7,9,8,5,10,45,74,22,23.26666666666667
11,73,7,19,9,19,7,65,6,38,1,33,2,83,27.7
8,65,16,11,17,29,15,64,12,33,16,24,42,46,29.46666666666667
15,5,18,54,12,35,11,37,8,56,1,52,22,98,32.266666666666666
10,1,11,56,3,77,15,78,16,11,12,40,50,39,30.9
5,56,19,28,12,14,5,34,9,45,20,70,100,81,39.233333333333334
17,6,15,52,13,55,7,60,11,63,11,41,16,64,31.4
2,38,10,38,1,52,16,55,20,63,2,74,3,84,33.43333333333334
18,47,6,64,3,5,5,53,2,64,3,31,76,98,37.46666666666667
4,73,14,57,11,77,3,67,19,39,4,6,57,59,36.53333333333333
6,79,14,12,17,72,20,30,14,10,2,47,42,83,34.03333333333333
3,15,20,28,11,57,12,13,4,71,1,6,34,32,22.666666666666668
8,54,3,0,0,20,11,53,5,67,5,38,32,5,21.3
5,14,14,45,19,80,17,72,6,41,5,38,71,3,31.133333333333336
14,51,20,14,13,58,10,50,13,17,2,36,90,66,35.46666666666667
7,41,17,10,0,13,18,19,0,66,16,48,77,1,24.8
17,63,7,0,15,14,11,37,10,10,19,32,95,17,26.866666666666667
14,7,5,53,7,46,6,62,19,8,3,40,4,91,27.5
11,5,4,69,18,56,8,42,7,67,11,14,98,17,32.300000000000004
2,43,17,6,18,61,19,26,8,37,18,8,40,0,21.533333333333335
16,3,5,51,15,44,7,11,9,3,3,75,47,12,22.033333333333335
18,2,8,24,5,61,7,25,4,8,7,25,2,55,18.633333333333333
13,30,7,35,10,77,4,24,1,63,2,43,98,90,39.400000000000006
18,28,8,70,20,2,2,68,11,38,2,55,55,5,27.46666666666667
15,17,5,79,3,29,0,18,15,80,9,29,18,93,31.033333333333335
12,26,16,12,6,21,8,39,19,59,0,55,75,40,29.700000000000003
1,10,12,11,16,62,0,5,12,41,20,0,7,0,13.366666666666665
7,36,10,19,9,45,18,9,3,38,19,24,87,53,29.8
16,46,10,41,17,55,17,67,0,45,20,41,7,81,33.8
19,47,20,21,15,49,12,16,12,13,13,27,38,84,29.800000000000004
0,70,17,14,12,56,7,22,18,14,12,57,23,74,29.63333333333334
17,50,1,7,8,66,20,38,9,25,19,9,69,1,24.933333333333337
8,73,2,41,9,57,3,17,16,37,12,28,37,10,24.900000000000002
13,26,6,73,14,16,18,45,14,75,12,6,32,78,32.2
8,40,14,14,6,3,2,4,3,50,7,8,98,64,26.800000000000004
3,62,0,10,4,66,7,19,16,74,3,51,45,34,28.9
16,63,20,44,19,66,18,26,8,4,17,11,48,81,33.699999999999996
0,37,8,26,8,39,11,45,3,68,9,59,54,65,32.766666666666666
11,4,1,26,15,42,11,14,10,57,9,28,15,33,20.000000000000004
15,32,17,0,1,18,20,76,20,55,11,36,91,48,33.96666666666667
20,47,6,74,14,26,9,27,1,25,19,40,22,58,28.533333333333335
11,8,1,8,17,28,20,66,12,18,15,35,12,39,21.03333333333333
17,2,7,46,0,1,15,47,1,79,11,66,78,64,33.66666666666667
0,44,18,61,3,17,14,78,8,32,5,68,86,8,32.599999999999994
10,73,6,46,11,44,4,16,7,36,14,38,50,55,30.833333333333336
19,14,9,23,13,49,15,12,0,36,11,80,41,37,26.533333333333335
1,51,4,65,14,59,17,62,10,70,11,52,75,3,35.53333333333333
16,62,6,66,5,4,15,69,10,0,0,70,60,1,27.633333333333333
2,61,9,22,1,68,5,48,12,38,0,14,67,18,27.166666666666668
3,57,6,55,0,1,4,26,11,55,5,29,73,31,27.200000000000003
18,24,12,65,16,21,11,44,15,16,18,19,20,71,27.700000000000003
3,54,9,43,20,35,9,62,4,45,6,26,93,67,37.06666666666667
15,15,9,20,17,60,9,67,9,6,17,13,65,85,32.13333333333333
18,31,6,8,14,44,5,40,15,24,2,11,27,41,21.333333333333336
16,78,7,1,14,3,0,22,0,8,14,44,82,17,23.7
14,15,14,29,0,68,11,44,8,63,16,21,89,92,38.300000000000004
3,29,19,63,10,62,11,23,6,57,12,36,8,32,26.066666666666666
3,56,14,5,3,35,4,57,12,71,11,63,91,44,35.766666666666666
5,50,2,51,5,50,4,53,19,26,11,60,92,67,38.300000000000004
14,29,3,62,12,14,19,51,9,34,19,65,77,91,38.86666666666667
13,56,6,56,20,8,2,3,10,15,17,77,4,96,28.86666666666667
3,7,9,13,0,51,20,52,16,66,0,54,47,67,30.799999999999997
7,14,16,75,14,33,0,22,12,25,17,65,5,74,27.9
12,80,20,3,20,15,8,48,9,65,9,41,74,66,36.0
7,66,12,24,14,78,7,39,19,62,2,65,75,21,35.93333333333333
0,50,3,35,5,5,2,31,17,58,19,58,71,69,32.86666666666667
3,76,1,28,8,34,18,73,17,62,13,32,91,96,43.03333333333334
